"","ST","AREA","CARRIER","PLANNAME","METAL","PREMI27","PREMI50","actively_marketed","AB_CopayInnTier1","AB_CopayInnTier1A","AB_CoinsInnTier1","AB_CoinsInnTier1A","ER_CopayInnTier1","ER_CopayInnTier1A","ER_CoinsInnTier1","ER_CoinsInnTier1A","OM_CopayInnTier1","OM_CopayInnTier1A","OM_CoinsInnTier1","OM_CoinsInnTier1A","SD_CopayInnTier1","SD_CopayInnTier1A","SD_CoinsInnTier1","SD_CoinsInnTier1A","DEHBDedInnTier1IndividualA","MEHBDedInnTier1IndividualA","TEHBDedInnTier1IndividualA","Med_Deductible_Amount"
"6500","IN","IN09","Ambetter","Ambetter Balanced Care 1 (2019) + Vision + Adult Dental","Silver",311.31,530.53,TRUE,0,NA,4,20,0,NA,4,20,3,30,0,NA,0,NA,4,20,NA,NA,5500,5500
"6501","IN","IN06","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",276.49,471.2,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6502","IN","IN05","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",274.69,468.13,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6503","IN","IN04","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",291.8,497.29,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6504","IN","IN03","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",254.88,434.36,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6505","IN","IN02","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",296.31,504.97,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6506","IN","IN17","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",291.8,497.29,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6507","IN","IN16","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",269.29,458.92,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6508","IN","IN15","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",231.46,394.46,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6509","IN","IN14","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",214.95,366.32,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6510","IN","IN13","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",331.43,564.82,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6511","IN","IN12","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",310.72,529.52,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6512","IN","IN11","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",317.92,541.8,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6513","IN","IN01","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",291.8,497.29,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6514","IN","IN09","Ambetter","Ambetter Balanced Care 1 (2019) + Vision","Silver",297.95,507.77,TRUE,0,NA,4,20,0,NA,4,20,3,30,0,NA,0,NA,4,20,NA,NA,5500,5500
"6515","IN","IN08","Ambetter","Ambetter Balanced Care 1 (2019) + Vision","Silver",308.88,526.4,TRUE,0,NA,4,20,0,NA,4,20,3,30,0,NA,0,NA,4,20,NA,NA,5500,5500
"6516","IN","IN07","Ambetter","Ambetter Balanced Care 1 (2019) + Vision","Silver",313.44,534.16,TRUE,0,NA,4,20,0,NA,4,20,3,30,0,NA,0,NA,4,20,NA,NA,5500,5500
"6517","IN","IN05","Ambetter","Ambetter Balanced Care 1 (2019) + Vision","Silver",277.9,473.6,TRUE,0,NA,4,20,0,NA,4,20,3,30,0,NA,0,NA,4,20,NA,NA,5500,5500
"6518","IN","IN06","Ambetter","Ambetter Balanced Care 1 (2019) + Vision","Silver",279.73,476.71,TRUE,0,NA,4,20,0,NA,4,20,3,30,0,NA,0,NA,4,20,NA,NA,5500,5500
"6519","IN","IN04","Ambetter","Ambetter Balanced Care 1 (2019) + Vision","Silver",295.22,503.11,TRUE,0,NA,4,20,0,NA,4,20,3,30,0,NA,0,NA,4,20,NA,NA,5500,5500
"6520","IN","IN03","Ambetter","Ambetter Balanced Care 1 (2019) + Vision","Silver",257.86,439.44,TRUE,0,NA,4,20,0,NA,4,20,3,30,0,NA,0,NA,4,20,NA,NA,5500,5500
"6521","IN","IN02","Ambetter","Ambetter Balanced Care 1 (2019) + Vision","Silver",299.77,510.87,TRUE,0,NA,4,20,0,NA,4,20,3,30,0,NA,0,NA,4,20,NA,NA,5500,5500
"6522","IN","IN16","Ambetter","Ambetter Balanced Care 1 (2019) + Vision","Silver",272.44,464.29,TRUE,0,NA,4,20,0,NA,4,20,3,30,0,NA,0,NA,4,20,NA,NA,5500,5500
"6523","IN","IN15","Ambetter","Ambetter Balanced Care 1 (2019) + Vision","Silver",234.17,399.07,TRUE,0,NA,4,20,0,NA,4,20,3,30,0,NA,0,NA,4,20,NA,NA,5500,5500
"6524","IN","IN14","Ambetter","Ambetter Balanced Care 1 (2019) + Vision","Silver",217.46,370.6,TRUE,0,NA,4,20,0,NA,4,20,3,30,0,NA,0,NA,4,20,NA,NA,5500,5500
"6525","IN","IN13","Ambetter","Ambetter Balanced Care 1 (2019) + Vision","Silver",335.31,571.43,TRUE,0,NA,4,20,0,NA,4,20,3,30,0,NA,0,NA,4,20,NA,NA,5500,5500
"6526","IN","IN12","Ambetter","Ambetter Balanced Care 1 (2019) + Vision","Silver",314.35,535.72,TRUE,0,NA,4,20,0,NA,4,20,3,30,0,NA,0,NA,4,20,NA,NA,5500,5500
"6527","IN","IN11","Ambetter","Ambetter Balanced Care 1 (2019) + Vision","Silver",321.64,548.14,TRUE,0,NA,4,20,0,NA,4,20,3,30,0,NA,0,NA,4,20,NA,NA,5500,5500
"6528","IN","IN10","Ambetter","Ambetter Balanced Care 1 (2019) + Vision","Silver",338.95,577.64,TRUE,0,NA,4,20,0,NA,4,20,3,30,0,NA,0,NA,4,20,NA,NA,5500,5500
"6529","IN","IN01","Ambetter","Ambetter Balanced Care 1 (2019) + Vision","Silver",295.22,503.11,TRUE,0,NA,4,20,0,NA,4,20,3,30,0,NA,0,NA,4,20,NA,NA,5500,5500
"6530","IN","IN17","Ambetter","Ambetter Balanced Care 1 (2019) + Vision","Silver",295.22,503.11,TRUE,0,NA,4,20,0,NA,4,20,3,30,0,NA,0,NA,4,20,NA,NA,5500,5500
"6531","IN","IN09","Ambetter","Ambetter Balanced Care 5 (2019)","Silver",271.72,463.07,TRUE,2,0,0,NA,2,0,0,NA,3,40,0,NA,2,0,0,NA,NA,NA,7350,7350
"6532","IN","IN08","Ambetter","Ambetter Balanced Care 5 (2019)","Silver",281.7,480.07,TRUE,2,0,0,NA,2,0,0,NA,3,40,0,NA,2,0,0,NA,NA,NA,7350,7350
"6533","IN","IN06","Ambetter","Ambetter Balanced Care 5 (2019)","Silver",255.1,434.75,TRUE,2,0,0,NA,2,0,0,NA,3,40,0,NA,2,0,0,NA,NA,NA,7350,7350
"6534","IN","IN05","Ambetter","Ambetter Balanced Care 5 (2019)","Silver",253.44,431.92,TRUE,2,0,0,NA,2,0,0,NA,3,40,0,NA,2,0,0,NA,NA,NA,7350,7350
"6535","IN","IN04","Ambetter","Ambetter Balanced Care 5 (2019)","Silver",269.23,458.82,TRUE,2,0,0,NA,2,0,0,NA,3,40,0,NA,2,0,0,NA,NA,NA,7350,7350
"6536","IN","IN03","Ambetter","Ambetter Balanced Care 5 (2019)","Silver",235.16,400.76,TRUE,2,0,0,NA,2,0,0,NA,3,40,0,NA,2,0,0,NA,NA,NA,7350,7350
"6537","IN","IN02","Ambetter","Ambetter Balanced Care 5 (2019)","Silver",273.39,465.9,TRUE,2,0,0,NA,2,0,0,NA,3,40,0,NA,2,0,0,NA,NA,NA,7350,7350
"6538","IN","IN17","Ambetter","Ambetter Balanced Care 5 (2019)","Silver",269.23,458.82,TRUE,2,0,0,NA,2,0,0,NA,3,40,0,NA,2,0,0,NA,NA,NA,7350,7350
"6539","IN","IN16","Ambetter","Ambetter Balanced Care 5 (2019)","Silver",248.46,423.42,TRUE,2,0,0,NA,2,0,0,NA,3,40,0,NA,2,0,0,NA,NA,NA,7350,7350
"6540","IN","IN15","Ambetter","Ambetter Balanced Care 5 (2019)","Silver",213.56,363.94,TRUE,2,0,0,NA,2,0,0,NA,3,40,0,NA,2,0,0,NA,NA,NA,7350,7350
"6541","IN","IN12","Ambetter","Ambetter Balanced Care 5 (2019)","Silver",286.68,488.56,TRUE,2,0,0,NA,2,0,0,NA,3,40,0,NA,2,0,0,NA,NA,NA,7350,7350
"6542","IN","IN14","Ambetter","Ambetter Balanced Care 5 (2019)","Silver",198.32,337.98,TRUE,2,0,0,NA,2,0,0,NA,3,40,0,NA,2,0,0,NA,NA,NA,7350,7350
"6543","IN","IN11","Ambetter","Ambetter Balanced Care 5 (2019)","Silver",293.33,499.89,TRUE,2,0,0,NA,2,0,0,NA,3,40,0,NA,2,0,0,NA,NA,NA,7350,7350
"6544","IN","IN07","Ambetter","Ambetter Balanced Care 5 (2019)","Silver",285.85,487.15,TRUE,2,0,0,NA,2,0,0,NA,3,40,0,NA,2,0,0,NA,NA,NA,7350,7350
"6545","IN","IN10","Ambetter","Ambetter Balanced Care 5 (2019)","Silver",309.12,526.8,TRUE,2,0,0,NA,2,0,0,NA,3,40,0,NA,2,0,0,NA,NA,NA,7350,7350
"6546","IN","IN01","Ambetter","Ambetter Balanced Care 5 (2019)","Silver",269.23,458.82,TRUE,2,0,0,NA,2,0,0,NA,3,40,0,NA,2,0,0,NA,NA,NA,7350,7350
"6547","IN","IN08","Ambetter","Ambetter Essential Care 2 HSA (2019)","Bronze",273.18,465.55,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,6550,6550
"6548","IN","IN07","Ambetter","Ambetter Essential Care 2 HSA (2019)","Bronze",277.21,472.41,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,6550,6550
"6549","IN","IN13","Ambetter","Ambetter Balanced Care 5 (2019)","Silver",305.79,521.13,TRUE,2,0,0,NA,2,0,0,NA,3,40,0,NA,2,0,0,NA,NA,NA,7350,7350
"6550","IN","IN06","Ambetter","Ambetter Essential Care 2 HSA (2019)","Bronze",247.39,421.6,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,6550,6550
"6551","IN","IN05","Ambetter","Ambetter Essential Care 2 HSA (2019)","Bronze",245.78,418.86,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,6550,6550
"6552","IN","IN09","Ambetter","Ambetter Essential Care 2 HSA (2019)","Bronze",263.51,449.07,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,6550,6550
"6553","IN","IN04","Ambetter","Ambetter Essential Care 2 HSA (2019)","Bronze",261.09,444.95,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,6550,6550
"6554","IN","IN03","Ambetter","Ambetter Essential Care 2 HSA (2019)","Bronze",228.05,388.64,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,6550,6550
"6555","IN","IN02","Ambetter","Ambetter Essential Care 2 HSA (2019)","Bronze",265.12,451.82,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,6550,6550
"6556","IN","IN10","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",335.03,570.96,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6557","IN","IN17","Ambetter","Ambetter Essential Care 2 HSA (2019)","Bronze",261.09,444.95,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,6550,6550
"6558","IN","IN14","Ambetter","Ambetter Essential Care 2 HSA (2019)","Bronze",192.33,327.76,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,6550,6550
"6559","IN","IN13","Ambetter","Ambetter Essential Care 2 HSA (2019)","Bronze",296.55,505.37,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,6550,6550
"6560","IN","IN16","Ambetter","Ambetter Essential Care 2 HSA (2019)","Bronze",240.94,410.62,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,6550,6550
"6561","IN","IN15","Ambetter","Ambetter Essential Care 2 HSA (2019)","Bronze",207.1,352.94,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,6550,6550
"6562","IN","IN12","Ambetter","Ambetter Essential Care 2 HSA (2019)","Bronze",278.01,473.79,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,6550,6550
"6563","IN","IN10","Ambetter","Ambetter Essential Care 2 HSA (2019)","Bronze",299.77,510.87,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,6550,6550
"6564","IN","IN01","Ambetter","Ambetter Essential Care 2 HSA (2019)","Bronze",261.09,444.95,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,6550,6550
"6565","IN","IN09","Ambetter","Ambetter Balanced Care 2 (2019) + Vision + Adult Dental","Silver",307.71,524.4,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6566","IN","IN08","Ambetter","Ambetter Balanced Care 2 (2019) + Vision + Adult Dental","Silver",319,543.65,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6567","IN","IN07","Ambetter","Ambetter Balanced Care 2 (2019) + Vision + Adult Dental","Silver",323.71,551.66,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6568","IN","IN06","Ambetter","Ambetter Balanced Care 2 (2019) + Vision + Adult Dental","Silver",288.89,492.33,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6569","IN","IN17","Ambetter","Ambetter Balanced Care 2 (2019) + Vision + Adult Dental","Silver",304.89,519.59,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6570","IN","IN16","Ambetter","Ambetter Balanced Care 2 (2019) + Vision + Adult Dental","Silver",281.36,479.5,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6571","IN","IN15","Ambetter","Ambetter Balanced Care 2 (2019) + Vision + Adult Dental","Silver",241.84,412.14,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6572","IN","IN14","Ambetter","Ambetter Balanced Care 2 (2019) + Vision + Adult Dental","Silver",224.59,382.74,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6573","IN","IN13","Ambetter","Ambetter Balanced Care 2 (2019) + Vision + Adult Dental","Silver",346.29,590.15,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6574","IN","IN12","Ambetter","Ambetter Balanced Care 2 (2019) + Vision + Adult Dental","Silver",324.65,553.27,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6575","IN","IN03","Ambetter","Ambetter Balanced Care 2 (2019) + Vision + Adult Dental","Silver",266.31,453.84,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6576","IN","IN02","Ambetter","Ambetter Balanced Care 2 (2019) + Vision + Adult Dental","Silver",309.59,527.61,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6577","IN","IN04","Ambetter","Ambetter Balanced Care 2 (2019) + Vision + Adult Dental","Silver",304.89,519.59,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6578","IN","IN11","Ambetter","Ambetter Balanced Care 2 (2019) + Vision + Adult Dental","Silver",332.18,566.1,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6579","IN","IN10","Ambetter","Ambetter Balanced Care 2 (2019) + Vision + Adult Dental","Silver",350.06,596.57,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6580","IN","IN01","Ambetter","Ambetter Balanced Care 2 (2019) + Vision + Adult Dental","Silver",304.89,519.59,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6581","IN","IN11","Ambetter","Ambetter Essential Care 2 HSA (2019)","Bronze",284.46,484.77,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,6550,6550
"6582","IN","IN05","Ambetter","Ambetter Balanced Care 2 (2019) + Vision + Adult Dental","Silver",287.01,489.12,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"6583","IN","IN05","Anthem","Anthem Catastrophic Pathway 7900","Catastrophic",377.15,642.75,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"6584","IN","IN09","CareSource Just4Me","CareSource Marketplace Gold Dental and Vision","Gold",500.66,853.22,TRUE,0,NA,4,20,0,NA,4,20,1,0,0,NA,0,NA,4,40,NA,NA,2000,2000
"6585","IN","IN08","CareSource Just4Me","CareSource Marketplace Gold Dental and Vision","Gold",431.57,735.48,TRUE,0,NA,4,20,0,NA,4,20,1,0,0,NA,0,NA,4,40,NA,NA,2000,2000
"6586","IN","IN05","CareSource Just4Me","CareSource Marketplace Gold Dental and Vision","Gold",483.16,823.4,TRUE,0,NA,4,20,0,NA,4,20,1,0,0,NA,0,NA,4,40,NA,NA,2000,2000
"6587","IN","IN04","CareSource Just4Me","CareSource Marketplace Gold Dental and Vision","Gold",471.5,803.52,TRUE,0,NA,4,20,0,NA,4,20,1,0,0,NA,0,NA,4,40,NA,NA,2000,2000
"6588","IN","IN03","CareSource Just4Me","CareSource Marketplace Gold Dental and Vision","Gold",433.36,738.54,TRUE,0,NA,4,20,0,NA,4,20,1,0,0,NA,0,NA,4,40,NA,NA,2000,2000
"6589","IN","IN02","CareSource Just4Me","CareSource Marketplace Gold Dental and Vision","Gold",381.32,649.85,TRUE,0,NA,4,20,0,NA,4,20,1,0,0,NA,0,NA,4,40,NA,NA,2000,2000
"6590","IN","IN07","CareSource Just4Me","CareSource Marketplace Gold Dental and Vision","Gold",420.35,716.37,TRUE,0,NA,4,20,0,NA,4,20,1,0,0,NA,0,NA,4,40,NA,NA,2000,2000
"6591","IN","IN17","CareSource Just4Me","CareSource Marketplace Gold Dental and Vision","Gold",436.95,744.66,TRUE,0,NA,4,20,0,NA,4,20,1,0,0,NA,0,NA,4,40,NA,NA,2000,2000
"6592","IN","IN16","CareSource Just4Me","CareSource Marketplace Gold Dental and Vision","Gold",388.05,661.32,TRUE,0,NA,4,20,0,NA,4,20,1,0,0,NA,0,NA,4,40,NA,NA,2000,2000
"6593","IN","IN06","CareSource Just4Me","CareSource Marketplace Gold Dental and Vision","Gold",426.64,727.07,TRUE,0,NA,4,20,0,NA,4,20,1,0,0,NA,0,NA,4,40,NA,NA,2000,2000
"6594","IN","IN14","CareSource Just4Me","CareSource Marketplace Gold Dental and Vision","Gold",422.6,720.19,TRUE,0,NA,4,20,0,NA,4,20,1,0,0,NA,0,NA,4,40,NA,NA,2000,2000
"6595","IN","IN13","CareSource Just4Me","CareSource Marketplace Gold Dental and Vision","Gold",453.55,772.94,TRUE,0,NA,4,20,0,NA,4,20,1,0,0,NA,0,NA,4,40,NA,NA,2000,2000
"6596","IN","IN10","CareSource Just4Me","CareSource Marketplace Gold Dental and Vision","Gold",485.85,827.99,TRUE,0,NA,4,20,0,NA,4,20,1,0,0,NA,0,NA,4,40,NA,NA,2000,2000
"6597","IN","IN12","CareSource Just4Me","CareSource Marketplace Gold Dental and Vision","Gold",429.33,731.66,TRUE,0,NA,4,20,0,NA,4,20,1,0,0,NA,0,NA,4,40,NA,NA,2000,2000
"6598","IN","IN11","CareSource Just4Me","CareSource Marketplace Gold Dental and Vision","Gold",449.96,766.83,TRUE,0,NA,4,20,0,NA,4,20,1,0,0,NA,0,NA,4,40,NA,NA,2000,2000
"6599","IN","IN01","CareSource Just4Me","CareSource Marketplace Gold Dental and Vision","Gold",417.66,711.78,TRUE,0,NA,4,20,0,NA,4,20,1,0,0,NA,0,NA,4,40,NA,NA,2000,2000
"6600","IN","IN15","CareSource Just4Me","CareSource Marketplace Gold Dental and Vision","Gold",383.12,652.91,TRUE,0,NA,4,20,0,NA,4,20,1,0,0,NA,0,NA,4,40,NA,NA,2000,2000
"6601","IN","IN09","Ambetter","Ambetter Balanced Care 4 (2019)","Silver",283.34,482.87,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,7050,7050
"6602","IN","IN08","Ambetter","Ambetter Balanced Care 4 (2019)","Silver",293.74,500.59,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,7050,7050
"6603","IN","IN06","Ambetter","Ambetter Balanced Care 4 (2019)","Silver",266.01,453.34,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,7050,7050
"6604","IN","IN01","Ambetter","Ambetter Balanced Care 4 (2019)","Silver",280.74,478.44,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,7050,7050
"6605","KS","KS05","Medica","Medica Connect Bronze H S A Plus","Bronze",499.8,851.77,TRUE,0,NA,4,40,0,NA,4,40,0,NA,4,40,0,NA,4,30,NA,NA,3100,3100
"6606","KS","KS04","Medica","Medica Connect Bronze H S A Plus","Bronze",499.8,851.77,TRUE,0,NA,4,40,0,NA,4,40,0,NA,4,40,0,NA,4,30,NA,NA,3100,3100
"6607","KS","KS07","Medica","Medica Connect Bronze H S A Plus","Bronze",499.8,851.77,TRUE,0,NA,4,40,0,NA,4,40,0,NA,4,40,0,NA,4,30,NA,NA,3100,3100
"6608","KS","KS02","Medica","Medica Connect Bronze H S A Plus","Bronze",565.75,964.16,TRUE,0,NA,4,40,0,NA,4,40,0,NA,4,40,0,NA,4,30,NA,NA,3100,3100
"6609","KS","KS03","Medica","Medica Connect Bronze H S A Plus","Bronze",499.8,851.77,TRUE,0,NA,4,40,0,NA,4,40,0,NA,4,40,0,NA,4,30,NA,NA,3100,3100
"6610","KS","KS07","Medica","Medica Connect Catastrophic","Catastrophic",323.8,551.83,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"6611","KS","KS06","Medica","Medica Connect Catastrophic","Catastrophic",259.25,441.81,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"6612","KS","KS05","Medica","Medica Connect Catastrophic","Catastrophic",323.8,551.83,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"6613","KS","KS06","Medica","Medica Connect Bronze H S A Plus","Bronze",400.16,681.95,TRUE,0,NA,4,40,0,NA,4,40,0,NA,4,40,0,NA,4,30,NA,NA,3100,3100
"6614","KS","KS04","Medica","Medica Connect Catastrophic","Catastrophic",323.8,551.83,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"6615","KS","KS02","Medica","Medica Connect Catastrophic","Catastrophic",366.53,624.64,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"6616","KS","KS07","Medica","Medica Connect Bronze HSA","Bronze",478.31,815.13,TRUE,0,NA,4,20,0,NA,4,20,0,NA,4,20,0,NA,4,30,NA,NA,6200,6200
"6617","KS","KS06","Medica","Medica Connect Bronze HSA","Bronze",382.95,652.62,TRUE,0,NA,4,20,0,NA,4,20,0,NA,4,20,0,NA,4,30,NA,NA,6200,6200
"6618","KS","KS03","Medica","Medica Connect Catastrophic","Catastrophic",323.8,551.83,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"6619","KS","KS03","Medica","Medica Connect Bronze HSA","Bronze",478.31,815.13,TRUE,0,NA,4,20,0,NA,4,20,0,NA,4,20,0,NA,4,30,NA,NA,6200,6200
"6620","KS","KS04","Medica","Medica Connect Bronze HSA","Bronze",478.31,815.13,TRUE,0,NA,4,20,0,NA,4,20,0,NA,4,20,0,NA,4,30,NA,NA,6200,6200
"6621","KS","KS02","Medica","Medica Connect Bronze HSA","Bronze",541.42,922.69,TRUE,0,NA,4,20,0,NA,4,20,0,NA,4,20,0,NA,4,30,NA,NA,6200,6200
"6622","KS","KS07","Medica","Medica Connect Bronze Copay","Bronze",448.67,764.63,TRUE,0,NA,4,50,0,NA,4,50,3,80,0,NA,3,600,0,NA,NA,NA,6850,6850
"6623","KS","KS05","Medica","Medica Connect Bronze Copay","Bronze",448.67,764.63,TRUE,0,NA,4,50,0,NA,4,50,3,80,0,NA,3,600,0,NA,NA,NA,6850,6850
"6624","KS","KS04","Medica","Medica Connect Bronze Copay","Bronze",448.67,764.63,TRUE,0,NA,4,50,0,NA,4,50,3,80,0,NA,3,600,0,NA,NA,NA,6850,6850
"6625","KS","KS03","Medica","Medica Connect Bronze Copay","Bronze",448.67,764.63,TRUE,0,NA,4,50,0,NA,4,50,3,80,0,NA,3,600,0,NA,NA,NA,6850,6850
"6626","KS","KS02","Medica","Medica Connect Bronze Copay","Bronze",507.87,865.52,TRUE,0,NA,4,50,0,NA,4,50,3,80,0,NA,3,600,0,NA,NA,NA,6850,6850
"6627","KS","KS07","Medica","Medica Connect Silver Copay","Silver",604.78,1030.67,TRUE,0,NA,4,40,0,NA,4,40,3,30,0,NA,3,550,0,NA,NA,NA,3700,3700
"6628","KS","KS06","Medica","Medica Connect Silver Copay","Silver",484.21,825.19,TRUE,0,NA,4,40,0,NA,4,40,3,30,0,NA,3,550,0,NA,NA,NA,3700,3700
"6629","KS","KS05","Medica","Medica Connect Silver Copay","Silver",604.78,1030.67,TRUE,0,NA,4,40,0,NA,4,40,3,30,0,NA,3,550,0,NA,NA,NA,3700,3700
"6630","KS","KS04","Medica","Medica Connect Silver Copay","Silver",604.78,1030.67,TRUE,0,NA,4,40,0,NA,4,40,3,30,0,NA,3,550,0,NA,NA,NA,3700,3700
"6631","KS","KS03","Medica","Medica Connect Silver Copay","Silver",604.78,1030.67,TRUE,0,NA,4,40,0,NA,4,40,3,30,0,NA,3,550,0,NA,NA,NA,3700,3700
